"MATERIAL","LANGU","TXTMD"
"000000000030000733","E","Túi PA xúc xích xông khói 200g"
"000000000030000734","E","(Do not use) Túi PA xúc xích xông khói 5"
"000000000030000735","E","Túi PA xúc xích xông khói 500g"
"000000000030000736","E","Túi PA XX xông khói Wyn 500g"
"000000000030000737","E","Túi PA XX xông khói Wyn 500g Ver1DCLG"
"000000000030000738","E","Túi PAPE jambon xông khói 200g"
"000000000030000739","E","Túi PAPE trơn 100mic 170x170"
"000000000030000740","E","Túi PAPE xúc xích xông khói 200g"
"000000000030000741","E","Túi PAPE xúc xích xông khói 500g"
"000000000030000742","E","Túi PE L200 x W120 x 40 mic"
"000000000030000743","E","Túi PE tự hủy W350 x L600 x G200mm"
"000000000030000744","E","Túi thịt heo sấy kiểu TB vị cay TX 25gr"
"000000000030000745","E","Túi thịt heo sấy vị BBQ 25gr Ver 1-2020"
"000000000030000746","E","Túi thịt heo sấy vị BBQ 25gr Ver 2DC"
"000000000030000747","E","Túi thịt heo sấy vị TX 25gr Ver 1-2020"
"000000000030000748","E","Túi vải không dệt G size M"
"000000000030000749","E","Túi XX PA phô mai 200g 170x170mm"
"000000000030000750","E","Túi XX PA phô mai 500g 250x200mm"
"000000000030000751","E","Túi XX PA trứng muối 200g 170x170mm"
"000000000030000752","E","Túi XX PA trứng muối 500g 250x200mm"
"000000000030000753","E","Vách ngăn phụ Thùng chả que"
"000000000030000754","E","Vách ngăn Thùng giỏ quà tre L360 x W225"
"000000000030000755","E","Vòng niêm phong"
"000000000030000756","E","Hoa giấy hộp quà khổ lớn"
"000000000030000757","E","Hoa giấy hộp quà khổ nhỏ"
"000000000030000758","E","Đĩa Melamin 20cm"
"000000000030000759","E","Hộp bầu 2800ml - nắp xanh"
"000000000030000760","E","Túi MPH khô gà lá chanh 25gr L200xW100mm"
"000000000030000761","E","Thùng carton túi khô gà 48 túi x 25gr"
"000000000030000762","E","Hộp chả giò gà quay xá xíu L220xW150xH45"
"000000000030000763","E","(Do not use) Túi zipper L100 x W70mm"
"000000000030000764","E","(Do not use) Giấy kiếng giỏ tre L750mm x"
"000000000030000765","E","Neck Tag hộp quà 8/3"
"000000000030000766","E","Nơ rút hộp quà khô nhỏ 11mm"
"000000000030000767","E","Tem decal hộp quà signature"
"000000000030000768","E","Thùng carton hộp quà đại lý"
"000000000030000769","E","Thùng carton hộp quà khô rượu 8/3"
"000000000030000770","E","Túi giấy C120gsm cán mờ"
"000000000030000771","E","Túi vải hàng chill - 1/6"
"000000000030000772","E","Túi vải hàng khô - 1/6"
"000000000030000773","E","(Do not use) Nhãn Listing XX Trứng muối/"
"000000000030000774","E","(Do not use) Bao PP 52x75x80g xưởng heo"
"000000000030000775","E","(Do not use) Nhãn decal giấy khô heo chá"
"000000000030000776","E","(Do not use) Túi XX PA trứng muối 500gr"
"000000000030000777","E","(Do not use) Nhãn decal giấy khô gà lá c"
"000000000030000778","E","(Do not use) Decal PP chả lụa sụn gà nấm"
"000000000030000779","E","(Do not use) Decal PP chả lụa bi ớt cay"
"000000000030000780","E","(Do not use) Nhãn decal PP thịt tươi L20"
"000000000030000781","E","(Do not use) Dây rút nhựa màu đen 4x200"
"000000000030000782","E","(Do not use) Decal khuyến mãi ""1 tặng 1"""
"000000000030000783","E","(Do not use) Decal khuyến mãi ""2 tặng 1"""
"000000000030000784","E","(Do not use) Decal bế 3x1.5cm"
"000000000030000785","E","Decal dán booth sampling Kitchen Hub"
"000000000030000786","E","(Do not use) Hộp carton đựng chén khuyến"
"000000000030000787","E","(Do not use) Cover voucher C600 90x55mm"
"000000000030000788","E","Prop cầm tay Format 5li 40x60cm"
"000000000030000789","E","(Do not use) Poster PP khổ A3"
"000000000030000790","E","NHÃN DECAL PP CÁ HỒI TƯƠI L125XW60MM"
"000000000030000791","E","(Do not use) Menu PP bồi nhựa khổ A3"
"000000000030000792","E","Nhãn decal Gà MMC L110 x 35mm"
"000000000030000793","E","Túi PA tôm viên 500g L300 x W210mm"
"000000000030000794","E","(Do not use) Túi PA tôm viên 250g L220 x"
"000000000030000795","E","Túi PA bò viên 340g L245 x W170mm"
"000000000030000796","E","Túi PA combo 3 vị 500g L300 x W210mm"
"000000000030000797","E","Túi PA cá viên 500g L300 x W210mm"
"000000000030000798","E","(Do not use) Túi PA cá viên 250g L220 x"
"000000000030000799","E","Thùng carton Pate lon Wyn 150gx40"
"000000000030000800","E","Nhãn giấy pate gan Wyn 150g L275 x W30mm"
"000000000030000801","E","Nhãn giấy pate bơ Wyn 150g L275 x W30mm"
"000000000030000802","E","Tấm lót thùng pate lon L345 x W170mm"
"000000000030000803","E","Thùng carton đồ viên 500g x 12 túi"
"000000000030000804","E","(Do not use) Thùng carton đồ viên 250g x"
"000000000030000805","E","Màng chả cá Nha Trang K180 x 300m"
"000000000030000806","E","(Do not use) (DO NOT USE) Màng chả cá Hà"
"000000000030000807","E","Thùng carton Bò Canada ĐL L365xW270xH190"
"000000000030000808","E","Thùng carton chả cá quết L425xW350xH150"
"000000000030000809","E","(Do not use) Decal PP sample đồ viên L11"
"000000000030000810","E","Túi MPH da cá trứng muối cay 50g"
"000000000030000811","E","Túi MPH da cá trứng muối cay 25g"
"000000000030000812","E","Khay 6 trứng gà ác L135 x W95 x H45mm"
"000000000030000813","E","Khay PS đen M16 L225xW165xH20mm"
"000000000030000814","E","(Do not use) Khay PP trứng viên L229 x W"
"000000000030000815","E","Khay PP trứng que L229 x W194 x H28mm"
"000000000030000816","E","Cuộn MPH khay trứng que phô mai kéo sợi"
"000000000030000817","E","Thùng carton Túi da cá 25g DC"
"000000000030000818","E","Thùng carton Túi da cá 50g X 24T 3DC"
"000000000030000819","E","Nhãn giấy trứng gà CN Wyn P10-M"
"000000000030000820","E","Nhãn giấy trứng gà CN Wyn P6-M"
"000000000030000821","E","Thùng carton trứng que L378xW237xH260mm"
"000000000030000822","E","Tấm lót trứng que L350xW210"
"000000000030000823","E","Túi MPH da cá trứng muối 25g DCLG"
"000000000030000824","E","Túi MPH da cá trứng muối 50g Ver1DCLG"
"000000000030000825","E","Thùng carton đồ viên 340g L405xW345xH140"
"000000000030000826","E","Thùng carton trứng queB2B L430xW255xH158"
"000000000030000827","E","Cuộn MPH khay trứng que3lớpW290mmxL400m"
"000000000030000828","E","Cuộn MPH khay trứng que hải sản rau củ"
"000000000030000829","E","(Do not use) Decal PP chả cá Nha Trang L"
"000000000030000830","E","Decal PP chả cá Hàn Quốc L65 xW45 mm"
"000000000030000831","E","Khay nhựa PET trứng gà gộc 10 (TK002L)"
"000000000030000832","E","(Do not use) Khay nhựa PET trứng gà gộc"
"000000000030000833","E","(Do not use) Khay giấy 30 trứng S24 L295"
"000000000030000834","E","Nhãn giấy trứng gà gộc Wyn P10"
"000000000030000835","E","Decal PP trứng que phô mai KS L113xW74mm"
"000000000030000836","E","Decal PP trứng que 3 lớp L113xW74mm"
"000000000030000837","E","Decal PP trứng que hải sản RC L113xW74mm"
"000000000030000838","E","(Do not use) Thùng carton trứng gà gộc"
"000000000030000839","E","Thùng carton trứng gà gộc 10 trứngx12"
"000000000030000840","E","Túi PA không in L150 x W125mm 80mic"
"000000000030000841","E","(Do not use) Túi PA Jolibee L260 x W260"
"000000000030000842","E","(Do not use) Túi PA không in L160 x W105"
"000000000030000843","E","Cuộn màng XXTT Wyn 20g x 5 cây"
"000000000030000844","E","(Do not use) Cuộn màng XXTT Wyn 35gx5 câ"
"000000000030000845","E","Decal PP thịt tươi kèm xốt L100 x 56.5mm"
"000000000030000846","E","(Do not use) Tấm lót Thùng Trứng Viên 4k"
"000000000030000847","E","(Do not use) Nhãn giấy trứng gà gộc Wyn"
"000000000030000848","E","Hộp giấy Burger bò Mỹ xốt BBQ Ver 2"
"000000000030000849","E","(Do not use) Hộp giấy Burger heo xốt BBQ"
"000000000030000850","E","(Do not use) Hộp giấy burger heo xốt Ter"
"000000000030000851","E","Nhãn Thủy sản cá nục thuôn 400g  Ver3"
"000000000030000852","E","Nhãn Thủy sản bạc má 400g L173xW100 Ver1"
"000000000030000853","E","(Do not use) Decal PP spl trứng que 3 lớ"
"000000000030000854","E","(Do not use) Decal PP spl trứng que 3 lớ"
"000000000030000855","E","(Do not use) Decal PP spl trứng que hải"
"000000000030000856","E","(Do not use) Decal PP spl trứng que hải"
"000000000030000857","E","Túi PA XX Toptop 500g L290 x W180"
"000000000030000858","E","(Do not use) Túi giấy Ford bánh mỳ Gala"
"000000000030000859","E","(Do not use) Decal PP xốt thịt nướng xá"
"000000000030000860","E","(Do not use) Decal PP xốt thịt nướng xá"
"000000000030000861","E","(Do not use) Decal PP xốt thịt nướng ngũ"
"000000000030000862","E","(Do not use) Decal PP xốt thịt nướng ngũ"
"000000000030000863","E","Thùng carton XXTT Wyn100g L260xW180xH170"
"000000000030000864","E","Thùng carton thau XXTT Wyn  Ver1"
"000000000030000865","E","Decal PP trứng que phômaiKS L113xW74Ver1"
"000000000030000866","E","Decal PP trứng que 3 lớp L113xW74mm Ver1"
"000000000030000867","E","Thùng carton chả giò G, thịt viên Ver1"
"000000000030000868","E","Thùng carton trứng queL378xW237xH275Ver1"
"000000000030000869","E","Thùng carton đồ viên 500g x 12 túi Ver1"
"000000000030000870","E","Màng chả cá Hàn Quốc K180 x 300m"
"000000000030000871","E","TÚI PA Thịt viên dinh dưỡng nấm300GVER1"
"000000000030000872","E","TÚI PA Thịt viên dd rau củ 300G Ver1"
"000000000030000873","E","(Do not use) Rổ nhựa 2T4"
"000000000030000874","E","Túi mph khô heo cay Tứ Xuyên25g Ver2DCLG"
"000000000030000875","E","Thùng carton XX Toptop L290xW260xH155mm"
"000000000030000876","E","Thau nhựa 2T4 XXTT 20gr"
"000000000030000877","E","Nhãn Decal hộp quà A 1/6/2022"
"000000000030000878","E","(Do not use) Nhãn Decal hộp quà B 1/6/20"
"000000000030000879","E","Nhãn Decal hộp quà D 1/6/2022"
"000000000030000880","E","Túi mph khô heo cháy tỏi 25gr Ver2DCLG"
"000000000030000881","E","Túi mph khô heo bơ tỏi 25gr Ver2DCLG"
"000000000030000882","E","(Do not use) (DO NOT USE) Thùng carton c"
"000000000030000883","E","Thùng carton thau XXTT Wyn Ver2"
"000000000030000884","E","Thùng carton chả lụa LOTTE L280W240H165"
"000000000030000885","E","Cuộn màng XXTT Wyn vị base20gx5cây Ver1"
"000000000030000886","E","(Do not use) Decal PP dán thùng CG Wyn L"
"000000000030000887","E","(Do not use) Decal PP dán túi CG Wyn 400"
"000000000030000888","E","(Do not use) Decal PP dán túi CG ĐB nhân"
"000000000030000889","E","Decal PP thùng thịt viên 325x110mm"
"000000000030000890","E","Nhãn TS cá chim đen nguyên con L173xW100"
"000000000030000891","E","Nhãn thủy sản đùi ếch300gL173xW100mmVer1"
"000000000030000892","E","(Do not use) Nhãn thủy sản cá cam cắt kh"
"000000000030000893","E","(Do not use) Nhãn thủy sản cá ngân 400g"
"000000000030000894","E","Nhãn thủy sản mực ống 400g  L173xW100mm"
"000000000030000895","E","Decal Hộp quà 21/6-2022"
"000000000030000896","E","Túi PE tự hủy in Logo G 5kg Ver1"
"000000000030000897","E","Túi PE tự hủy in Logo G 2kg Ver1"
"000000000030000898","E","Khay nhựa PET thịt tươi 350mic-300gVer1"
"000000000030000899","E","Decal PP ba chỉ bò Canada Excel NM93 NK"
"000000000030000900","E","(Do not use) Decal PP ba chỉ bò Canada E"
"000000000030000901","E","Decal PP lõi vai bò Mỹ Excel choice NK"
"000000000030000902","E","(Do not use) Decal PP dẻ sườn bò Mỹ Exce"
"000000000030000903","E","(Do not use) Decal PP sườn bò k xương Mỹ"
"000000000030000904","E","(Do not use) Túi PA Thịt viên dinh dưỡng"
"000000000030000905","E","Túi vải không dệt đựng rượu 24x8x8cm"
"000000000030000906","E","Thùng đựng HQ trung thu 2022"
"000000000030000907","E","(Do not use) Túi vải không dệt trung thu"
"000000000030000908","E","Decal PP trắng không in L65x45mm"
"000000000030000909","E","Thư ngỏ trung thu"
"000000000030000910","E","Túi PA xx Toptop L290xW180x100mic Ver1"
"000000000030000911","E","Nhãn thủy sản cá chim đen cắt khúcĐL400g"
"000000000030000912","E","Decal PP Đầu thăn ngoại bò Excel - AAA"
"000000000030000913","E","Decal PP Đùi gọ bò Excel Canada hạng AAA"
"000000000030000914","E","Decal PP Diềm thăn bò Excel Mỹ - Choice"
"000000000030000915","E","Decal PP Thăn nội bò Excel Mỹ - Choice"
"000000000030000916","E","Decal PP Bẹ vai bò Excel Mỹ hạng choice"
"000000000030000917","E","Decal PP Sườn non bò CX Excel Mỹ-CH"
"000000000030000918","E","Decal PP Sườn non bò k xương Ex CAD-AAA"
"000000000030000919","E","Decal PP Đầu thăn ngoại bò Excel Mỹ-CH"
"000000000030000920","E","Decal PP Bắp hoa bò Excel Mỹ hạng choice"
"000000000030000921","E","Decal PP Lõi vai bò Excel CAD hạng AAA"
"000000000030000922","E","Decal PP KMquấn chả lụa ớt xx L110xW25mm"
"000000000030000923","E","(Do not use) Decal PP chả cá kèm xốt sam"
"000000000030000924","E","Túi XX PA phô mai 200gr 170x170mm Ver1"
"000000000030000925","E","Túi XX PA phô mai 500gr 250x200mm Ver1"
"000000000030000926","E","Bao thư voucher Trung thu"
"000000000030000927","E","(Do not use) Tem niêm phong"
"000000000030000928","E","(Do not use) Túi PA xúc xích xông khói 2"
"000000000030000929","E","(Do not use) Túi PA xúc xích xông khói 5"
"000000000030000930","E","Decal PP Sườn non bò k xương Excel Mỹ-CH"
"000000000030000931","E","Decal PP Sườn non bò k xương Ex CA-Prime"
"000000000030000932","E","Decal PP Diềm thăn bò Excel Canada - AAA"
"000000000030000933","E","Decal PP Sườn non bò k xương Ex CA-AAA"
"000000000030000934","E","(Do not use) Decal PP Đầu thăn ngoại Ex"
"000000000030000935","E","(Do not use) Decal PP Thăn ngoại bò Ex C"
"000000000030000936","E","Decal PP Nạc/thăn vai bò Excel Mỹ-CH"
"000000000030000937","E","Decal PP chả cá Hàn quốc kèm xốt sample"
"000000000030000938","E","Decal PP chả cá Nha trang kèm xốt sample"
"000000000030000939","E","(Do not use) Khay giấy 30 trứng - size t"
"000000000030000940","E","Decal giấy hộp lg LXMQL250 L38xW23(2021)"
"000000000030000941","E","Decal giấy túi PET LX gt Wyn 200g 110x25"
"000000000030000942","E","Decal giấy túi PET LX gt Wyn 500g 135x30"
"000000000030000943","E","Decal giấy túi PET LX tiêu tt200g 110x76"
"000000000030000944","E","Decal giấy túi PET LX tiêutt500g 166x105"
"000000000030000945","E","Decal giấy hộp giấy LX MQL 200g L105xW95"
"000000000030000946","E","Decal giấy hộp giấy LX MQL 500g L135xW77"
"000000000030000947","E","Decal giấy hộp lg LXtiêu tt HQ2021 38x23"
"000000000030000948","E","Decal giấy hộp lg LX gt Wyn HQ2021 43x38"
"000000000030000949","E","(Do not use) Hộp chữ nhật 750ml (50 cái/"
"000000000030000950","E","(Do not use) Nắp nhựa hộp T750/T670 (50"
"000000000030000951","E","(Do not use) Tô giấy Glala C12 x D97 x H"
"000000000030000952","E","(Do not use) Ly giấy Glala C14 x D89 x H"
"000000000030000953","E","(Do not use) Nắp nóng PP tô giấy 12oz 88"
"000000000030000954","E","(Do not use) Nắp nhựa PET ly giấy D89mm"
"000000000030000955","E","(Do not use) Khăn ướt Glala L160xW70mm"
"000000000030000956","E","(Do not use) Tăm Glala"
"000000000030000957","E","(Do not use) Màng PET/PE túi nước mắm Gl"
"000000000030000958","E","(Do not use) Túi HDPE cơm tấm Glala L420"
"000000000030000959","E","(Do not use) Cover hộp cơm Glala L344 x"
"000000000030000960","E","(Do not use) Túi HDPE Glala Café"
"000000000030000961","E","(Do not use) (DO NOT USE) Cover hộp cơm"
"000000000030000962","E","(Do not use) Túi HDPE Glala ly nước L360"
"000000000030000963","E","(Do not use) Ống hút cỏ bằng (bọc giấy)"
"000000000030000964","E","(Do not use) Túi PA không in L350xW250mm"
"000000000030000965","E","(Do not use) Bao PP MMC Hub Bis Mậu Thân"
"000000000030000966","E","(Do not use) Túi giấy Kraft bánh mì"
"000000000030000967","E","Túi PA bắp giò xông khói 450gr Ver1"
"000000000030000968","E","Vỏ Trấu"
"000000000030000969","E","Decal PP chả lụa 500gr Ver1"
"000000000030000970","E","HQT 2023 - SP - Cửa A W195xH370mm"
"000000000030000971","E","HQT 2023 - SP - Cửa B W195xH370mm"
"000000000030000972","E","HQT 2023 - SP - Tấm che hũ hạt L123xW111"
"000000000030000973","E","HQT 2023 - SP - Tấm che hũ gạo L240xW123"
"000000000030000974","E","HQT 2023 - SP - Tấm che hộp trà L123xW92"
"000000000030000975","E","(Do not use) HQT 2023 - SP - Popup"
"000000000030000976","E","(Do not use) HQT 2023 - Pr1- Decal TP"
"000000000030000977","E","HQT 2023 - Pr1- Cửa A  W207xH399mm"
"000000000030000978","E","HQT 2023 - Pr1- Cửa B W207xH399mm"
"000000000030000979","E","HQT 2023 - Pr1- Decal dán cửa B L180xW80"
"000000000030000980","E","HQT 2023 - Pr1- Tấm che HLG A L149xW82mm"
"000000000030000981","E","HQT 2023 - Pr1- Tấm che HLG B L149xW82mm"
