subaccount,sub_act,bs_pl,allocate,mapping,bu
"D260CA06D00","D260CA06D00","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CA09D00","D260CA09D00","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CF01D00","D260CF01D00","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CL01D00","D260CL01D00","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CM01D00","D260CM01D00","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CM05D00","D260CM05D00","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CM08D00","D260CM08D00","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CM10D00","D260CM10D00","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CS00C03","D260CS00D73","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CS00D73","D260CS00D73","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CS00D74","D260CS00D74","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D260CS00D81","D260CS00D81","PL","SwineFarm_Dak Nong 2","Dak Nong 2","South 2"
"D262B000P00","D262B000P00","PL","PoultryFarm_Tran Quoc Toan","Outsource_color","NorthBroiler"
"D262D000P00","D262D000P00","BS","Func.Dept_Poultry North_Outsource_BroilerColor","",""
"D262D000P00","D262D000P00","PL","PoultryFarm_Tran Van Hai","Outsource_color","NorthBroiler"
"D262D000P11","D262D000P11","PL","PoultryFarm_Tran Van Hai","Outsource_color","NorthBroiler"
"D262D000P12","D262D000P12","PL","PoultryFarm_Tran Van Hai","Outsource_color","NorthBroiler"
"D262E000P00","D262E000P00","BS","Func.Dept_Poultry North_Outsource_BroilerColor","",""
"D262E000P00","D262E000P00","PL","PoultryFarm_Le Thi Toan","Outsource_color","NorthBroiler"
"D262E000P11","D262E000P11","PL","PoultryFarm_Le Thi Toan","Outsource_color","NorthBroiler"
"D262E000P12","D262E000P12","PL","PoultryFarm_Le Thi Toan","Outsource_color","NorthBroiler"
"D262M000P00","D262M000P00","PL","PoultryFarm_Dong Van Dai","Outsource_color","NorthBroiler"
"D262N000P00","D262N000P00","BS","Func.Dept_Poultry North_Outsource_BroilerColor","",""
"D262N000P00","D262N000P00","PL","PoultryFarm_Ma Dinh Le","Outsource_color","NorthBroiler"
"D262N000P11","D262N000P11","PL","PoultryFarm_Ma Dinh Le","Outsource_color","NorthBroiler"
"D262N000P12","D262N000P12","PL","PoultryFarm_Ma Dinh Le","Outsource_color","NorthBroiler"
"D262O000P00","D262O000P00","PL","PoultryFarm_Le Van Ninh","Outsource_color","NorthBroiler"
"D262P000P00","D262P000P00","PL","PoultryFarm_Do Thi Chat","Outsource_color","NorthBroiler"
"D262R000P00","D262R000P00","PL","PoultryFarm_Nguyen Van Minh","Outsource_color","NorthBroiler"
"D262S000P00","D262S000P00","PL","PoultryFarm_Tran Thi Van","Outsource_color","NorthBroiler"
"D262T000P00","D262T000P00","BS","Func.Dept_Poultry North_Outsource_BroilerColor","",""
"D262T000P00","D262T000P00","PL","PoultryFarm_Hoang Thi Ngoc","Outsource_color","NorthBroiler"
"D262T000P11","D262T000P11","PL","PoultryFarm_Hoang Thi Ngoc","Outsource_color","NorthBroiler"
"D262T000P12","D262T000P12","PL","PoultryFarm_Hoang Thi Ngoc","Outsource_color","NorthBroiler"
"D262U000P00","D262U000P00","BS","Func.Dept_Poultry North_Outsource_BroilerColor","",""
"D262U000P00","D262U000P00","PL","PoultryFarm_Luong Quang Chuong","Outsource_color","NorthBroiler"
"D262U000P11","D262U000P11","PL","PoultryFarm_Luong Quang Chuong","Outsource_color","NorthBroiler"
"D262U000P12","D262U000P12","PL","PoultryFarm_Luong Quang Chuong","Outsource_color","NorthBroiler"
"D262V000P00","D262V000P00","BS","Func.Dept_Poultry North_Outsource_BroilerColor","",""
"D262V000P00","D262V000P00","PL","PoultryFarm_Doan Manh Ha","Outsource_color","NorthBroiler"
"D262V000P11","D262V000P11","PL","PoultryFarm_Doan Manh Ha","Outsource_color","NorthBroiler"
"D262V000P12","D262V000P12","PL","PoultryFarm_Doan Manh Ha","Outsource_color","NorthBroiler"
"D262W000P00","D262W000P00","BS","Func.Dept_Poultry North_Outsource_BroilerColor","",""
"D262W000P00","D262W000P00","PL","PoultryFarm_Pham Thi Thanh Hoa","Outsource_color","NorthBroiler"
"D262W000P11","D262W000P11","PL","PoultryFarm_Pham Thi Thanh Hoa","Outsource_color","NorthBroiler"
"D262W000P12","D262W000P12","PL","PoultryFarm_Pham Thi Thanh Hoa","Outsource_color","NorthBroiler"
"D262X000P00","D262X000P00","PL","PoultryFarm_Duong Van Thang","Outsource_color","NorthBroiler"
"D264P000P00","D264P000P00","PL","PoultryFarm_Nguyen Viet Truong Giang","Outsource_color","NorthBroiler"
"D264S000P00","D264S000P00","PL","PoultryFarm_Vu Chi Tan","Outsource_color","NorthBroiler"
"D267B000000","D267B000000","PL","Func.Dept_Group South","",""
"D267BM01P00","D267BM01P00","BS","Func.Dept_Poultry South_Outsource_Breeding","",""
"D267BM01P00","D267BM01P00","PL","PoultryFarm_South_Outsource","Outsource_color","SouthBroiler"
"D267BM05P00","D267BM05P00","PL","PoultryFarm_South_Outsource","Outsource_color","SouthBroiler"
"D267C000P10","D267C000P10","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D267C000P10","D267C000P10","PL","PoultryFarm_Dang Quang Vinh","Outsource_hau bi","SouthBroiler"
"D267C000P15","D267C000P15","PL","PoultryFarm_Dang Quang Vinh","Outsource_hau bi","SouthBroiler"
"D267C021P00","D267C021P00","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D267C021P00","D267C021P00","PL","PoultryFarm_Dang Quang Vinh","Outsource_color","SouthBroiler"
"D267C021P11","D267C021P11","PL","PoultryFarm_Dang Quang Vinh","Outsource_color","SouthBroiler"
"D267C021P12","D267C021P12","PL","PoultryFarm_Dang Quang Vinh","Outsource_color","SouthBroiler"
"D267CS00P16","D267CS00P16","PL","PoultryFarm_Dang Quang Vinh","Outsource_hau bi","SouthBroiler"
"D267CS57P15","D267CS57P15","PL","PoultryFarm_Dang Quang Vinh","Outsource_hau bi","SouthBroiler"
"D267CS85P15","D267CS85P15","PL","PoultryFarm_Dang Quang Vinh","Outsource_hau bi","SouthBroiler"
"D267D021P00","D267D021P00","BS","Func.Dept_Poultry South_Outsource_BroilerColor","",""
"D267D021P00","D267D021P00","PL","PoultryFarm_Tran Huu Nghia","Outsource_color","SouthBroiler"
"D267D021P11","D267D021P11","PL","PoultryFarm_Tran Huu Nghia","Outsource_color","SouthBroiler"
"D267D021P12","D267D021P12","PL","PoultryFarm_Tran Huu Nghia","Outsource_color","SouthBroiler"
"D267E000P00","D267E000P00","BS","Func.Dept_Poultry South_Leasing_BroilerColor","",""
"D267E000P00","D267E000P00","PL","PoultryFarm_Tran Huu Nghia","Leasing_color_Tran Huu Nghia","SouthBroiler"
"D267E000P13","D267E000P13","PL","PoultryFarm_Tran Huu Nghia","Leasing_white_Tran Huu Nghia","SouthBroiler"
"D267E021P00","D267E021P00","BS","Func.Dept_Poultry South_Leasing_BroilerColor","",""
"D267E021P00","D267E021P00","PL","PoultryFarm_Tran Huu Nghia","Leasing_color_Tran Huu Nghia","SouthBroiler"
"D267E021P11","D267E021P11","PL","PoultryFarm_Tran Huu Nghia","Leasing_color_Tran Huu Nghia","SouthBroiler"
"D267E021P12","D267E021P12","PL","PoultryFarm_Tran Huu Nghia","Leasing_color_Tran Huu Nghia","SouthBroiler"
"D267EM01P00","D267EM01P00","PL","PoultryFarm_Tran Huu Nghia","Leasing_color_Tran Huu Nghia","SouthBroiler"
"D267EM05P00","D267EM05P00","PL","PoultryFarm_Tran Huu Nghia","Leasing_color_Tran Huu Nghia","SouthBroiler"
"D267EM21P00","D267EM21P00","PL","PoultryFarm_Tran Huu Nghia","Leasing_color_Tran Huu Nghia","SouthBroiler"
"D267MM01P00","D267MM01P00","PL","Func.Dept_Poultry Maintenance South","",""
"D267MM05P00","D267MM05P00","PL","Func.Dept_Poultry Maintenance South","",""
"D267NM01P70","D267NM01P70","PL","Func.Dept_Poultry Maintenance South","",""
"D269BM01P00","D269BM01P00","BS","Func.Dept_Poultry North","",""
"D269BM01P00","D269BM01P00","PL","PoultryFarm_North_Outsource","Outsource_color","NorthBroiler"
"D269C021P00","D269C021P00","BS","Func.Dept_Poultry North_Outsource_BroilerColor","",""
"D269C021P00","D269C021P00","PL","PoultryFarm_Nguyen Quang Toi 1","Outsource_color","NorthBroiler"
"D269C021P11","D269C021P11","PL","PoultryFarm_Nguyen Quang Toi 1","Outsource_color","NorthBroiler"
"D269C021P12","D269C021P12","PL","PoultryFarm_Nguyen Quang Toi 1","Outsource_color","NorthBroiler"
"D269D021P00","D269D021P00","BS","Func.Dept_Poultry North_Outsource_BroilerColor","",""
"D269D021P00","D269D021P00","PL","PoultryFarm_Nguyen Chien Manh","Outsource_color","NorthBroiler"
"D269D021P11","D269D021P11","PL","PoultryFarm_Nguyen Chien Manh","Outsource_color","NorthBroiler"
"D269D021P12","D269D021P12","PL","PoultryFarm_Nguyen Chien Manh","Outsource_color","NorthBroiler"
"D269E021P00","D269E021P00","PL","PoultryFarm_Nguyen Tuan Anh","Outsource_color","NorthBroiler"
"D269F021P00","D269F021P00","BS","Func.Dept_Poultry North_Leasing_BroilerColor","",""
"D269F021P00","D269F021P00","PL","PoultryFarm_Khuat Dang Hung","Leasing_color_Phu Tho","NorthBroiler"
"D269F021P11","D269F021P11","PL","PoultryFarm_Khuat Dang Hung","Leasing_color_Phu Tho","NorthBroiler"
"D269F021P12","D269F021P12","PL","PoultryFarm_Khuat Dang Hung","Leasing_color_Phu Tho","NorthBroiler"
"D269FM01P00","D269FM01P00","PL","PoultryFarm_Khuat Dang Hung","Leasing_color_Phu Tho","NorthBroiler"
"D269FM21P00","D269FM21P00","PL","PoultryFarm_Khuat Dang Hung","Leasing_color_Phu Tho","NorthBroiler"
"D269G021P00","D269G021P00","BS","Func.Dept_Poultry North_Outsource_BroilerColor","",""
"D269G021P00","D269G021P00","PL","PoultryFarm_Luu Quang Minh","Outsource_color","NorthBroiler"
"D269G021P11","D269G021P11","PL","PoultryFarm_Luu Quang Minh","Outsource_color","NorthBroiler"
"D269G021P12","D269G021P12","PL","PoultryFarm_Luu Quang Minh","Outsource_color","NorthBroiler"
"D269MM01P00","D269MM01P00","PL","PoultryFarm_Technical_Outsource North","Outsource_color","NorthBroiler"
"D290B000000","D290B000000","PL","Func.Dept_Group NorthCentral","",""
"D291BG01000","D291BG01000","PL","Func.Dept_BU Swine North 1","",""
"D291BM08D00","D291BM08D00","PL","Func.Dept_BU Swine North 1","",""
"D291BT07000","D291BT07000","PL","Func.Dept_BU Swine North 1","",""
"D292B000000","D292B000000","PL","Func.Dept_BU Swine North 2","",""
"D292BG01000","D292BG01000","PL","Func.Dept_BU Swine North 2","",""
"D292BM08D00","D292BM08D00","PL","Func.Dept_BU Swine North 2","",""
"D293B000000","D293B000000","PL","Func.Dept_BU Swine Central","",""
"D293BH01000","D293BH01000","PL","Func.Dept_BU Swine Central","",""
"D293BI01000","D293BI01000","PL","Func.Dept_BU Swine Central","",""
"D293BT07000","D293BT07000","PL","Func.Dept_BU Swine Central","",""
"D345B000000","D345B000000","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345B000B00","D345B000B00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345B000B33","D345B000B33","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345B000C00","D345B000D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345B000C03","D345B000D73","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345B000C04","D345B000D74","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345B000D00","D345B000D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345B000D50","D345B000D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345B000D74","D345B000D74","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA01B00","D345BA01B00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA02D00","D345BA02D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA03D00","D345BA03D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA04D00","D345BA04D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA05D00","D345BA05D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA06D00","D345BA06D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA07B00","D345BA07B00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA08B00","D345BA08B00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA09000","D345BA09000","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA09D00","D345BA09D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BA11000","D345BA11000","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BF01000","D345BF01000","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BH01000","D345BH01000","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BL01000","D345BL01000","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BL01D00","D345BL01D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BM01000","D345BM01000","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BM01D00","D345BM01D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BM05D00","D345BM05D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BM08000","D345BM08000","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BM08D00","D345BM08D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BM10000","D345BM10000","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BM10D00","D345BM10D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BS00B00","D345BS00B00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BS00C03","D345BS00D73","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BS00C04","D345BS00D74","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BS00D00","D345BS00D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BS00D30","D345BS00D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BS00D50","D345BS00D00","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BS00D74","D345BS00D74","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D345BS00D81","D345BS00D81","PL","SwineFarm_Hung Yen","Hung Yen","North 1"
"D467B000P00","D467B000P00","PL","Func.Dept_BU Poultry South_Broiler","",""
"D467B000P80","D467B000P80","PL","Func.Dept_BU Poultry South","",""
"D467BG01P00","D467BG01P00","PL","Func.Dept_BU Poultry South_Broiler","",""
"D467BG01P80","D467BG01P80","PL","Func.Dept_BU Poultry South","",""
"D467BH01P00","D467BH01P00","PL","Func.Dept_BU Poultry South_Broiler","",""
"D467BH01P80","D467BH01P80","PL","Func.Dept_BU Poultry South","",""
"D467BM01P00","D467BM01P00","PL","Func.Dept_BU Poultry South_Broiler","",""
"D467BM05P80","D467BM05P80","PL","Func.Dept_BU Poultry South","",""
"D467BP01P80","D467BP01P80","PL","Func.Dept_BU Poultry South","",""
"D467BS00P00","D467BS00P00","PL","Func.Dept_BU Poultry South_Broiler","",""
"D467BT03P70","D467BT03P70","PL","Func.Dept_BU Poultry South_Breeder","",""
"D467BT03P80","D467BT03P80","PL","Func.Dept_BU Poultry South","",""
"D467BT05P70","D467BT05P70","PL","Func.Dept_BU Poultry South_Breeder","",""
"D469B000000","D469B000000","PL","Func.Dept_BU Farm","",""
"D469B000P00","D469B000P00","PL","Func.Dept_BU Poultry North","",""
"D469BG01P00","D469BG01P00","PL","Func.Dept_BU Poultry North","",""
"D469BH01P80","D469BH01P80","PL","Func.Dept_BU Poultry North","",""
"D469BM01P00","D469BM01P00","PL","Func.Dept_BU Poultry North","",""
"D469BM05P00","D469BM05P00","PL","Func.Dept_BU Poultry North","",""
"D469BS00P00","D469BS00P00","PL","Func.Dept_BU Poultry North","",""
"D469BT03P80","D469BT03P80","PL","Func.Dept_BU Poultry North","",""
"D491B000000","D491B000000","PL","Func.Dept_BU Swine North 1","",""
"D491B000D00","D491B000D00","PL","Func.Dept_BU Swine North 1","",""
"D491BG01D00","D491BG01D00","PL","Func.Dept_BU Swine North 1","",""
"D491BH01D00","D491BH01D00","PL","Func.Dept_BU Swine North 1","",""
"D491BM01D00","D491BM01D00","PL","Func.Dept_BU Swine North 1","",""
"D491BM08D00","D491BM08D00","PL","Func.Dept_BU Swine North 1","",""
"D491BT07D00","D491BT07D00","PL","Func.Dept_BU Swine North 1","",""
"D492B000000","D492B000000","PL","Func.Dept_BU Swine North 2","",""
"D492B000D00","D492B000D00","PL","Func.Dept_BU Swine North 2","",""
"D492BG01D00","D492BG01D00","PL","Func.Dept_BU Swine North 2","",""
"D492BH01D00","D492BH01D00","PL","Func.Dept_BU Swine North 2","",""
"D492BM08D00","D492BM08D00","PL","Func.Dept_BU Swine North 2","",""
